시군명,사업장명,인허가일자,영업상태명,폐업일자,총시설규모(㎡),위생업태명,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
고양시,루미,20090921,폐업,20161017,210.24,까페,"경기도 고양시 일산동구 중앙로1261번길 55 (장항동,장항동 근생1 302호)",경기도 고양시 일산동구 장항동 861번지 장항동 근생1 302호,,37.65749,126.7708235
고양시,레이크,20100205,폐업,20180704,77.31,까페,"경기도 고양시 일산동구 중앙로1261번길 77 (장항동,한신매트로폴리스 605호)",경기도 고양시 일산동구 장항동 864-2번지 한신매트로폴리스 605호,,37.6571275,126.7697367
고양시,물고기자리(PISCES),20011114,폐업,20120217,88.3,까페,경기도 고양시 일산동구 율천로8번길 7-3 번지 (1층) (마두동),경기도 고양시 일산동구 마두동 845-4번지 번지 (1층),,37.6661832,126.7843518
고양시,이즈,20050531,폐업,20070221,86.11,까페,"경기도 고양시 일산동구 무궁화로 8-38 201,202호 (장항동,호수그린오피스텔)","경기도 고양시 일산동구 장항동 752-1번지 (호수그린오피스텔 201,202호)",,37.6597164,126.7667707
고양시,잉스카페,20130423,폐업,20170911,77.5,까페,"경기도 고양시 일산서구 고양대로672번길 12 (일산동, 1층일부)",경기도 고양시 일산서구 일산동 627-28번지 1층일부,,37.6835719,126.7702661
고양시,모비딕,20031212,폐업,20060922,42.18,까페,"경기도 고양시 일산동구 고봉로278번길 11 109호 (중산동,대림프라자)",경기도 고양시 일산동구 중산동 1666-1번지 대림프라자 109호,,37.6835969,126.7785191
고양시,모퉁이,20150512,폐업,20170704,31.36,까페,"경기도 고양시 일산동구 일산로463번길 11, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1148-13번지 1층 일부호,,37.6735449,126.7752962
고양시,위드,20040120,폐업,20060811,97.5,까페,경기도 고양시 덕양구 화신로260번길 58 301호 (화정동),경기도 고양시 덕양구 화정동 975-2번지 301호,,37.6332161,126.8332648
고양시,까뮤,20011221,폐업,20101025,80.8,까페,경기도 고양시 일산동구 무궁화로93번길 5-7 1층 (정발산동),경기도 고양시 일산동구 정발산동 704-2번지 번지 1층,,37.6660712,126.7728482
고양시,달맞이꽃,20131206,폐업,20181228,47.72,까페,"경기도 고양시 일산동구 숲속마을2로 106-2 (풍동, 1층일부)",경기도 고양시 일산동구 풍동 1241-7번지 1층일부 ,,37.6730979,126.8019802
고양시,라떼킹,20130308,폐업,20161215,38.22,까페,"경기도 고양시 덕양구 서정마을로 5 (행신동, 행신프라자 109호)",경기도 고양시 덕양구 행신동 1078번지 외1필지 행신프라자 109호,,37.6183599,126.8469246
고양시,하토르,20040223,폐업,20120731,102.88,까페,경기도 고양시 일산동구 강송로73번길 54-11 1층 전체 (백석동),경기도 고양시 일산동구 백석동 1285번지 1층 전체,,37.645106,126.7873483
고양시,럭셔리,19990618,폐업,20180704,77.36,까페,"경기도 고양시 일산동구 호수로430번길 7-5 (백석동,번지 (1층))",경기도 고양시 일산동구 백석동 1441-3번지 번지 (1층),,37.6433522,126.7792974
고양시,빈스가든(Bean's Garden),20130416,폐업,20191114,25.7,까페,"경기도 고양시 일산서구 한류월드로 300, 1220호 (대화동, 고양원마운트)",경기도 고양시 일산서구 대화동 2606번지 고양원마운트 1220호,,37.66437612,126.7544363
고양시,젠(ZEN),20101022,폐업,20150914,61.55,까페,"경기도 고양시 일산동구 무궁화로 20-11, 216호 (장항동, 일산라페스타F)",경기도 고양시 일산동구 장항동 761번지 외3필지 일산라페스타F-216호,,37.6619608,126.7672963
고양시,몽,20070626,폐업,20100812,115,까페,"경기도 고양시 일산동구 고봉로 26-32 C동 205호 (장항동,양우로데오랜드)",경기도 고양시 일산동구 장항동 740-5번지 양우로데오랜드C동(205호),,37.6633276,126.7659319
고양시,사랑과성공,20010920,폐업,20100526,72.72,까페,경기도 고양시 일산동구 강송로87번길 53-2 1층 (백석동),경기도 고양시 일산동구 백석동 1286번지 (1층),,37.6455464,126.7867691
고양시,칠성,20101102,폐업,20170601,108.12,까페,"경기도 고양시 일산서구 고양대로668번길 10 (일산동, 지하1층)",경기도 고양시 일산서구 일산동 627-49번지 외1필지 지하1층,,37.6837695,126.7699934
고양시,화이트데이,20070223,폐업,20090122,70.04,까페,"경기도 고양시 일산동구 중앙로 1227 211호 (장항동,동양메이저빌오피스텔)",경기도 고양시 일산동구 장항동 849번지 (동양메이저타워 211호),,37.655768,126.7748179
고양시,오늘은쉬어야지,20130916,폐업,20160601,95.44,까페,"경기도 고양시 덕양구 무원로54번길 9, 1층 (행신동)",경기도 고양시 덕양구 행신동 733-16번지 1층,,37.6176107,126.8329265
고양시,추억에책가방,20070608,폐업,20071106,180.54,까페,"경기도 고양시 일산동구 고봉로 32-36 201호 (장항동,정안프라자)",경기도 고양시 일산동구 장항동 736-6번지 정안프라자 201호,,37.663437,126.7666003
고양시,뮤지션,20100316,폐업,20111116,200,까페,"경기도 고양시 일산동구 무궁화로 31-2 405호,406호 (장항동,풍성프라자)","경기도 고양시 일산동구 장항동 734-2번지 풍성프라자 405호,406호",,37.663016,126.7678256
고양시,베네통,20011206,폐업,20120130,97.2,까페,경기도 고양시 일산서구 호수로838번길 74-11 번지 (1층) (대화동),경기도 고양시 일산서구 대화동 2243-4번지 번지 (1층),,37.6725164,126.7523462
고양시,엠투(M2),20020902,폐업,20121011,129.2,까페,"경기도 고양시 일산동구 중앙로1275번길 60-31, 201호 (장항동, 에메랄드빌딩)",경기도 고양시 일산동구 장항동 756번지 에메랄드빌딩 201호,,37.660017,126.7684357
고양시,뜨랑뜨,20030714,폐업,20130731,59.85,까페,경기도 고양시 일산동구 산두로213번길 8 1층 (정발산동),경기도 고양시 일산동구 정발산동 1253-2번지 (1층),,37.6750137,126.7800979
고양시,에이치(H),20070226,폐업,20080521,94.58,까페,"경기도 고양시 일산동구 무궁화로 8-38 201,202호 (장항동,호수그린오피스텔)","경기도 고양시 일산동구 장항동 752-1번지 (호수그린오피스텔 201,202호)",,37.6597164,126.7667707
고양시,클로리스,20080313,폐업,20080327,47.79,까페,"경기도 고양시 일산동구 무궁화로 20-11 F동 209호 (장항동,라페스타)",경기도 고양시 일산동구 장항동 761번지 일산라페스타F동 209호,,37.6618172,126.7675461
고양시,엔젤까페,20110110,폐업,20110801,109.14,까페,,경기도 고양시 일산서구 일산동 624-2번지 (지하1층),,37.6847694,126.7698996
고양시,메트로,20001204,폐업,20070308,43.9,까페,경기도 고양시 일산동구 대산로11번길 5-22 1층 (정발산동),경기도 고양시 일산동구 정발산동 687번지 번지 (1층),,37.6684895,126.7747903
고양시,어울림쉼터(2),20091127,폐업,20190702,18,까페,"경기도 고양시 덕양구 어울림로 33 (성사동,외99필지 고양어울림누리 어울림극장,별무리극장 1층일부)","경기도 고양시 덕양구 성사동 777번지 외99필지 고양어울림누리 어울림극장,별무리극장 1층일부 ",,37.6488034,126.8336486
고양시,바양걸국제 수성,20060124,폐업,20160930,39,까페,"경기도 고양시 일산동구 호수로430번길 8-16, 지하층 일부호 (백석동)",경기도 고양시 일산동구 백석동 1431-6번지 지하일부,,37.6426602,126.7802399
고양시,지엔지,20100304,폐업,20190701,18.81,까페,"경기도 고양시 일산서구 일현로 34 (탄현동,우경드림빌 203호)",경기도 고양시 일산서구 탄현동 1574-3번지 우경드림빌 203호 ,,37.6900701,126.7624343
고양시,해인,20080422,폐업,20120507,81.6,까페,"경기도 고양시 일산서구 강성로 147 (주엽동,동문시티프라자 204호)",경기도 고양시 일산서구 주엽동 18-1번지 동문시티프라자 204호,,37.6716841,126.7593199
고양시,뮤즈(MUSE),20031227,폐업,20100204,88,까페,경기도 고양시 일산서구 대산로212번길 18 1층 전체 (대화동),경기도 고양시 일산서구 대화동 2122-2번지 (1층 전체),,37.6788753,126.7557142
고양시,허,20051129,폐업,20070228,204.11,까페,"경기도 고양시 일산동구 고봉로 32-36 3층 일부 (장항동,정안프라자)",경기도 고양시 일산동구 장항동 736-6번지 정안프라자3층일부,,37.663437,126.7666003
고양시,카페마이빈스,20110331,폐업,20140605,40.69,까페,"경기도 고양시 일산서구 중앙로 1449 (주엽동,효원메이저 105호)",경기도 고양시 일산서구 주엽동 110번지 효원메이저 105호,,37.6705755,126.7591308
고양시,마이웨이,20100125,폐업,20160930,205.7,까페,"경기도 고양시 일산동구 정발산로 47, 213호 (장항동, 웅신아트)",경기도 고양시 일산동구 장항동 847번지 웅신아트 213호,,37.6576849,126.7737127
고양시,낙타고개(camel hillside),20140107,폐업,20221227,184.56,까페,"경기도 고양시 덕양구 호국로1121번길 94, 1층 (원당동)",경기도 고양시 덕양구 원당동 164-1 1층 전체 ,,37.67793138,126.8607648
고양시,애견까페,20021112,폐업,20051128,146.02,까페,경기도 고양시 덕양구 보광로 262 (벽제동),경기도 고양시 덕양구 벽제동 621번지,,37.7375095,126.9131897
고양시,카마,20040512,폐업,20061107,139.2,까페,"경기도 고양시 덕양구 화신로272번길 29 304,305호 (화정동,현대프라자)","경기도 고양시 덕양구 화정동 983-1번지 현대프라자304,305호",,37.6323031,126.8311824
고양시,자도르,20000328,폐업,20050719,64.41,까페,경기도 고양시 일산동구 무궁화로187번길 8-4 (정발산동),경기도 고양시 일산동구 정발산동 1234-4번지 번지,,37.6714309,126.7817408
고양시,위너스,20051005,폐업,20061010,49.13,까페,"경기도 고양시 일산동구 중앙로1261번길 79 102호 (장항동,하이베라스)",경기도 고양시 일산동구 장항동 864-3번지 하이베라스102호,,37.6568485,126.7699076
고양시,래빗,20141103,폐업,20191021,50,까페,"경기도 고양시 일산동구 정발산로 43-20 (장항동, 센트럴프라자 103호)",경기도 고양시 일산동구 장항동 846번지 센트럴프라자 103호 ,,37.65826984,126.7733483
고양시,우정,19910318,폐업,20121105,75.5,까페,경기도 고양시 일산서구 일중로 74 (일산동),경기도 고양시 일산서구 일산동 576-8번지,,37.6862129,126.7754842
고양시,포코(POCO),20050414,폐업,20141008,84.8,까페,"경기도 고양시 일산동구 고봉로 20-21, 211호 (장항동, 양우로데오랜드B동)",경기도 고양시 일산동구 장항동 740-3번지,,37.6636873,126.7656021
고양시,예사랑,20000223,폐업,20070420,72.9,까페,"경기도 고양시 일산동구 일산로 328 상가동 201호 (마두동,수색)",경기도 고양시 일산동구 마두동 857번지 번지 수색상가동201호,,37.6646605,126.784345
고양시,버디,19960823,폐업,20140623,88,까페,"경기도 고양시 일산서구 호수로838번길 8-14 (대화동,번지)",경기도 고양시 일산서구 대화동 2288-5번지 번지,,37.6696294,126.7505424
고양시,13블럭,20011117,폐업,20090128,98.4,까페,경기도 고양시 일산동구 호수로430번길 7-9 번지 (1층) (백석동),경기도 고양시 일산동구 백석동 1441-1번지 번지 (1층),,37.6435229,126.7790702
고양시,시실리,20010213,폐업,20070223,55.2,까페,경기도 고양시 일산동구 백석로85번길 19-6 (백석동),경기도 고양시 일산동구 백석동 1215-6번지,,37.6483019,126.7859566
고양시,비겔러리(Be gellery),20061127,폐업,20150803,83.01,까페,"경기도 고양시 일산동구 무궁화로141번길 8-7 (정발산동,1층전부)",경기도 고양시 일산동구 정발산동 1187-7번지 1층전부,,37.6699896,126.7770979
고양시,뮬란,20070403,폐업,20111017,75.85,까페,"경기도 고양시 일산동구 무궁화로 31-16 302호 일부 (장항동,남정CT프라자)",경기도 고양시 일산동구 장항동 733-2번지 남정시티프라자8차 (302호일부),,37.6635108,126.7674387
고양시,젠(ZEN),20030811,폐업,20110908,83.3,까페,경기도 고양시 일산동구 무궁화로75번길 6-12 1층 전부 (정발산동),"경기도 고양시 일산동구 정발산동 706-1번지 ,1층(전부)",,37.6656826,126.7722374
고양시,화사랑,20130717,폐업,20160414,530.26,까페,"경기도 고양시 일산동구 애니골길 14-47 (풍동, 나동)",경기도 고양시 일산동구 풍동 667-2번지 나동,,37.6680154,126.7911017
고양시,화이트,20021224,폐업,20161017,96.04,까페,"경기도 고양시 일산동구 일산로380번길 63-38, 1층 (정발산동)",경기도 고양시 일산동구 정발산동 1284-7번지 1층,,37.6711806,126.7827617
고양시,오투,20050607,폐업,20061018,114.5,까페,경기도 고양시 일산동구 산두로 167-11 1층 전부 (정발산동),경기도 고양시 일산동구 정발산동 1237-4번지 (1층전부),,37.6719652,126.7831787
고양시,프렌즈,20090918,폐업,20160226,105,까페,"경기도 고양시 일산동구 중앙로1261번길 19, 302호 (장항동, 라고프라자)",경기도 고양시 일산동구 장항동 857-1번지 라고프라자 302호,,37.6581873,126.7726232
고양시,미코,20050117,폐업,20070703,56.1,까페,"경기도 고양시 일산동구 중앙로 1172 217호 (마두동,그랜드프라자)",경기도 고양시 일산동구 마두동 802-1번지 (일산그랜드프라자빌딩 217호),,37.6516574,126.7783773
고양시,숙희,20050507,폐업,20081124,168.65,까페,"경기도 고양시 일산동구 중앙로1261번길 19 301호 (장항동,라고프라자)",경기도 고양시 일산동구 장항동 857-1번지 라고프라자 301호,,37.6579083,126.7727714
고양시,작은이들의벗허브트리,20130523,폐업,20180726,38.73,까페,"경기도 고양시 일산동구 위시티2로 19, 1층 104호 (식사동)",경기도 고양시 일산동구 식사동 1546-2번지 1층 104호,,37.67635,126.8126267
고양시,타히티,20001019,폐업,20071231,99,까페,"경기도 고양시 일산서구 중앙로 1493 복합상가동 2001호 (주엽동,문촌마을12단지아파트)",경기도 고양시 일산서구 주엽동 138번지 문촌마을복합상가동2001호,,37.672296,126.7546592
고양시,무지개사업단,20110721,폐업,20160810,38.9,까페,"경기도 고양시 일산동구 중앙로 1286 (마두동,번지 외1필지 고양아람누리내 지하1층일부)",경기도 고양시 일산동구 마두동 816번지 번지 외1필지 고양아람누리내 지하1층일부,,37.6614346,126.7745965
고양시,라테라스,20060808,폐업,20100727,95.2,까페,경기도 고양시 일산서구 호수로856번길 7-16 1층 전체 (대화동),경기도 고양시 일산서구 대화동 2301-12번지 (1층 전체),,37.6713252,126.7472722
고양시,블루,20051208,폐업,20061016,50.22,까페,"경기도 고양시 덕양구 화신로272번길 34 3층 5호 (화정동,미주프라자)",경기도 고양시 덕양구 화정동 980-1번지 미주프라자3층5호,,37.632304,126.8318168
고양시,더카페 웨스턴돔점,20111017,폐업,20111019,55.93,까페,"경기도 고양시 일산동구 중앙로1261번길 57 103호 (장항동,레이크프라자-1)",경기도 고양시 일산동구 장항동 861-1번지 레이크프라자-1  103호,,37.657211,126.7709604
고양시,에오스,20041025,폐업,20081106,103.96,까페,경기도 고양시 일산동구 일산로394번길 19-21 1층 (전체) (정발산동),경기도 고양시 일산동구 정발산동 1289-1번지 1층(전체),,37.6710718,126.7824333
고양시,리치2,20081007,폐업,20120822,139.46,까페,"경기도 고양시 일산동구 호수로 340-28 외3필지 비잔티움일산2단지(208호,209호) (백석동)","경기도 고양시 일산동구 백석동 1318-4번지 외3필지 비잔티움일산2단지(208호,209호)",,37.6384675,126.7882398
고양시,34번가,20010824,폐업,20080716,0,까페,경기도 고양시 일산동구 산두로213번길 14 1층 (정발산동),경기도 고양시 일산동구 정발산동 1253-4번지 (1층),,37.6747971,126.7799285
고양시,메모리즈,20080812,폐업,20140731,95,까페,"경기도 고양시 일산동구 정발산로 43-20 (장항동,센트럴프라자 203호)",경기도 고양시 일산동구 장항동 846번지 센트럴프라자 203호,,37.6582698,126.7733483
고양시,힐링Live(라이브),20131008,폐업,20150414,170.3,까페,"경기도 고양시 일산동구 멱절길 368-104, 1층 (장항동)",경기도 고양시 일산동구 장항동 671-9번지 1층,,37.6506042,126.7606578
고양시,카사노바,20060623,폐업,20070312,142.42,까페,경기도 고양시 덕양구 혜음로 180-1 지하1층 (고양동),경기도 고양시 덕양구 고양동 937 번지 지하1층,,37.7165164,126.9011361
고양시,티테디오스,20130710,폐업,20170516,83.2,까페,"경기도 고양시 일산동구 공릉천로33번길 110 (사리현동, 외1필지 1층일부)",경기도 고양시 일산동구 사리현동 432-1번지 외1필지 1층일부,,37.6997638,126.8413114
고양시,아람쉼터(2),20091201,폐업,20180116,44.06,까페,"경기도 고양시 일산동구 중앙로 1286 (마두동,외1필지 고양아람누리(아람극장)2층일부)",경기도 고양시 일산동구 마두동 816번지 외1필지 고양아람누리(아람극장)2층일부,,37.6614346,126.7745965
고양시,대쉬,20021007,폐업,20170327,31.04,까페,"경기도 고양시 덕양구 화중로130번길 5-11 (화정동,1층)",경기도 고양시 덕양구 화정동 897-11번지 1층,,37.6390534,126.8325718
고양시,신데렐라,19980511,폐업,20080916,86.7,까페,경기도 고양시 일산동구 일산로380번길 63-24 (정발산동),경기도 고양시 일산동구 정발산동 1284-2번지 번지,,37.6714341,126.7834297
고양시,모노레일(MONORAIL),20140204,폐업,20160225,35.1,까페,"경기도 고양시 일산동구 일산로 9, 101, 102호 (백석동, 흰돌마을근린상가동)","경기도 고양시 일산동구 백석동 1344번지 흰돌마을근린상가동 101, 102호",,37.6408829,126.7837915
고양시,할리갈리,20031030,폐업,20151008,104.6,까페,"경기도 고양시 일산동구 무궁화로 32-34 (장항동,라페스타 C동 2층 일부))",경기도 고양시 일산동구 장항동 764번지 라페스타 C동 2층 일부),,37.6613242,126.7688169
고양시,피파가 지나간다(Pippa Passes),20111206,폐업,20141112,40.92,까페,"경기도 고양시 일산동구 무궁화로 11, 110호 (장항동, 한라밀라트B동)",경기도 고양시 일산동구 장항동 742-1번지 한라밀라트B동 110호,,37.6618409,126.7659027
고양시,텐트,20100122,폐업,20131209,100,까페,경기도 고양시 덕양구 마상로134번길 72 지하1층 (주교동),경기도 고양시 덕양구 주교동 612-2번지 지하1층,,37.6571299,126.8347063
고양시,에제르,20130107,폐업,20170403,28.62,까페,"경기도 고양시 일산서구 고양대로 618, 102호 (일산동, 풍원리빙프라자)",경기도 고양시 일산서구 일산동 957-3번지 풍원리빙프라자 102호,,37.6858768,126.7649873
고양시,므라즈,19991016,폐업,20090130,122.66,까페,"경기도 고양시 일산동구 정발산로 39 202,203호 (장항동,대양빌딩)","경기도 고양시 일산동구 장항동 856-1번지 번지 대양빌딩202,203호",,37.6572691,126.7730454
고양시,인(IN),20060414,폐업,20180704,196.55,까페,"경기도 고양시 일산동구 정발산로 19 (장항동,번지 지평프라자 201호)",경기도 고양시 일산동구 장항동 863번지 번지 지평프라자 201호,,37.6566606,126.7705768
고양시,티파니,20030814,폐업,20051005,39.29,까페,경기도 고양시 일산서구 탄중로 453 1층 (일산동),"경기도 고양시 일산서구 일산동 583-2번지 ,1층",,37.6874568,126.7758206
고양시,드워프카페,20030624,폐업,20120208,299.83,까페,경기도 고양시 덕양구 화신로260번길 64 102동 103호 (화정동),"경기도 고양시 덕양구 화정동 975-1번지 102, 103호",,37.6334143,126.833287
고양시,패밀리,20111122,폐업,20180525,80.26,까페,"경기도 고양시 일산동구 고양대로 762, 203호 (중산동, 하늘빌딩)",경기도 고양시 일산동구 중산동 1688번지 하늘빌딩 203호,,37.6817902,126.7807691
고양시,삐삐하우스(PIPPI HOUSE),20130429,폐업,20151023,26.13,까페,"경기도 고양시 일산동구 위시티2로 15, 103호 (식사동, 골드프라자)",경기도 고양시 일산동구 식사동 1546-1번지 골드프라자 103호,,37.6764037,126.8123999
고양시,할로우,20010928,폐업,20081231,86.5,까페,경기도 고양시 일산서구 일산로803번길 20 1층 (대화동),경기도 고양시 일산서구 대화동 2300-5번지 (1층),,37.6715434,126.7481556
고양시,한울,20060727,폐업,20161121,164.59,까페,"경기도 고양시 덕양구 화신로260번길 58 (화정동, 비전프라자 502호)",경기도 고양시 덕양구 화정동 975-2번지 비전프라자 502호,,37.6332161,126.8332648
고양시,(주)데어지크 / 마미밥,20110119,폐업,20160523,33.8,까페,"경기도 고양시 일산동구 일산로441번길 87-3, 1층 전체호 (정발산동)",경기도 고양시 일산동구 정발산동 1181-12번지 1층 전체호,,37.6697431,126.7754098
고양시,까멜라,20130318,폐업,20130418,63.34,까페,"경기도 고양시 일산동구 정발산로 23, 104호 (장항동, 호수빌딩)",경기도 고양시 일산동구 장항동 862-1번지 호수빌딩 104호,,37.656626,126.7712908
고양시,좋은날,19991125,폐업,20091109,65.98,까페,경기도 고양시 일산서구 호수로838번길 7-4 (대화동),경기도 고양시 일산서구 대화동 2292-6번지 번지,,37.6702134,126.7497696
고양시,블럭맘,20121112,폐업,20130409,94.97,까페,"경기도 고양시 일산동구 대산로 20, 202호 (정발산동, 메디컬프라자)",경기도 고양시 일산동구 정발산동 1176번지 메디컬프라자 202호,,37.6700742,126.7742414
고양시,베스트,20011008,폐업,20160826,78,까페,"경기도 고양시 일산동구 호수로446번길 8-10 (백석동,(1층))",경기도 고양시 일산동구 백석동 1442-3번지 (1층),,37.6438824,126.7786046
고양시,스카이,20031204,폐업,20040722,63.36,까페,"경기도 고양시 덕양구 화신로260번길 57 718, 719호 (화정동)","경기도 고양시 덕양구 화정동 973번지 718, 719호",,37.6334945,126.8326751
고양시,비비스토리(Bbstory),20140522,폐업,20210419,47.09,까페,"경기도 고양시 일산동구 중산로 117, 108호 (중산동, 성도빌딩)",경기도 고양시 일산동구 중산동 1696 성도빌딩 108호,,37.6825467,126.7810324
고양시,델리,20120928,폐업,20210113,46.74,까페,"경기도 고양시 일산동구 강송로87번길 35, 1층 일부호 (백석동)",경기도 고양시 일산동구 백석동 1273 1층일부 ,,37.64633575,126.7876727
고양시,비유,20131202,폐업,20141013,45.6,까페,"경기도 고양시 일산서구 대화로 136, 108호 (대화동, 대화동, 대화동대성프라자)",경기도 고양시 일산서구 대화동 867-2번지 외7필지 대화동대성프라자 108호,,37.670271,126.7350458
고양시,9미호(구미호),20120522,폐업,20141027,102.44,까페,"경기도 고양시 일산동구 무궁화로141번길 9, 1층 전체호 (정발산동)",경기도 고양시 일산동구 정발산동 1184-5번지 1층전체,,37.6697633,126.7765432
고양시,미랑,20131111,폐업,20141001,50.5,까페,"경기도 고양시 일산동구 중앙로1275번길 60-30, 205호 (장항동, 일산라페스타B)",경기도 고양시 일산동구 장항동 768번지 외3필지 일산라페스타B 205호,,37.6601986,126.7691151
고양시,윤이네,20061020,폐업,20080725,34.71,까페,"경기도 고양시 일산동구 호수로 340-28 113호 (백석동,비잔티움오피스텔2단지)",경기도 고양시 일산동구 백석동 1318-4번지 번지 비잔티움일산2단지 113호,,37.6384675,126.7882398
고양시,타히티,20130115,폐업,20181228,99.84,까페,"경기도 고양시 일산동구 산두로109번길 17, 1층 전체호 (정발산동)",경기도 고양시 일산동구 정발산동 1345-6번지 1층 전체호,,37.6670766,126.7851766
고양시,노블,20060706,폐업,20140313,92.96,까페,"경기도 고양시 일산동구 호수로 358-39, 208호 (백석동, 동문굿모닝타워1)",경기도 고양시 일산동구 백석동 1323번지 외1필지 동문굿모닝타워1 208호,,37.6403834,126.7864895
고양시,스윙,20070102,폐업,20151027,55.08,까페,"경기도 고양시 일산동구 일산로380번길 5-13 (정발산동,(지층일부))",경기도 고양시 일산동구 정발산동 1297-4번지 (지층일부),,37.6695476,126.781599
고양시,고향카페,20090323,폐업,20101214,27.73,까페,경기도 고양시 일산서구 고양대로685번길 31 1층 일부 (일산동),경기도 고양시 일산서구 일산동 637-53번지 (1층일부),,37.6853513,126.7725733
고양시,조이(Joy),20090911,폐업,20170303,48.6,까페,"경기도 고양시 일산동구 정발산로196번길 29, 1층 일부호 (마두동)",경기도 고양시 일산동구 마두동 880-8번지 1층 일부호,,37.6619911,126.7878775
고양시,반달,20130704,폐업,20140926,81.85,까페,"경기도 고양시 일산서구 중앙로 1437, 217호 (주엽동, 화성프라자)",경기도 고양시 일산서구 주엽동 109번지 화성프라자 217호,,37.6699656,126.7604589
고양시,커피향,20090831,폐업,20150309,263.8,까페,"경기도 고양시 일산동구 무궁화로 31-1, 403,404호 (장항동, 덴폴드프라자 )","경기도 고양시 일산동구 장항동 735-3번지 덴폴드프라자 403,404호",,37.6626547,126.7673734
고양시,뮤직타임,20100318,폐업,20170124,69.2,까페,"경기도 고양시 일산동구 강송로74번길 8-18 (백석동,지하1층 일부)",경기도 고양시 일산동구 백석동 1181-6번지 지하1층 일부,,37.6462751,126.7910954
고양시,노리개,20070213,폐업,20070907,124.02,까페,"경기도 고양시 일산동구 고봉로 20-21 외1필지 B동 202호 (장항동,양우로데오랜드)",경기도 고양시 일산동구 장항동 740-3번지 외1필지(양우로데오랜드B동 202호),,37.6636873,126.7656021
고양시,그린갤러리,20130916,폐업,20150109,85.2,까페,"경기도 고양시 일산동구 산두로 269-2, 1층 전체호 (정발산동)",경기도 고양시 일산동구 정발산동 1134번지 1층 전체,,37.6747988,126.7760972
고양시,커피맘스,20131104,폐업,20151001,75.37,까페,"경기도 고양시 일산서구 일중로15번길 86, 1층 (일산동)",경기도 고양시 일산서구 일산동 655-268번지 1층,,37.6828509,126.770155
고양시,벤틀리,20051122,폐업,20130819,48.95,까페,"경기도 고양시 일산동구 일산로 324, 202호 (마두동, 서오능상가 )",경기도 고양시 일산동구 마두동 857-2번지 서오능상가 202호,,37.6643545,126.7845385
고양시,위너스,20070417,폐업,20151001,221.99,까페,"경기도 고양시 일산동구 장백로 194, 805,806호 (장항동, 위너스21 )","경기도 고양시 일산동구 장항동 893-1번지 (위너스21 805,806호)",,37.6520235,126.7766537
고양시,명동할머니국수(중산동점),20100405,폐업,20121016,43.2,까페,경기도 고양시 일산동구 탄중로 325-7 외1필지  108호 (중산동),경기도 고양시 일산동구 중산동 1569번지 외1필지 108호,,37.6936836,126.7811305
고양시,커피바라기,20150313,폐업,20180124,54.18,까페,"경기도 고양시 일산서구 웅비로12번길 5-3, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2020번지 1층일부,,37.6839315,126.7565704
고양시,커피앤집(Coffee & Zip),20101027,폐업,20140319,37.7,까페,"경기도 고양시 일산동구 중앙로1275번길 38-10, 102(전체)호 (장항동, 우림로데오스위트)",경기도 고양시 일산동구 장항동 771-1번지 우림로데오스위트 102호 전체,,37.6598507,126.7708728
고양시,보노,20071114,폐업,20160714,116.79,까페,"경기도 고양시 일산동구 정발산로 24 (장항동,웨스턴돔1 A-402)",경기도 고양시 일산동구 장항동 867번지 웨스턴돔1 A-402,,37.6546825,126.7726001
고양시,카페(cafe)민들레,20150424,폐업,20181224,82.47,까페,"경기도 고양시 일산서구 고양대로672번길 18, 1층 전체호 (일산동)",경기도 고양시 일산서구 일산동 655-249번지 1층전체 ,,37.6833734,126.7701307
고양시,고센,20060912,폐업,20100901,74.1,까페,"경기도 고양시 일산동구 정발산로 31-10 404호 (장항동,파크프라자)",경기도 고양시 일산동구 장항동 856-2번지 번지 파크프라자 404호,,37.6572949,126.7723767
고양시,더위키드스노우 화정점,20140502,폐업,20160510,198,까페,"경기도 고양시 덕양구 화신로260번길 31, 2층 (화정동, 백양빌딩 2층일부)",경기도 고양시 덕양구 화정동 979-2번지,,37.6320526,126.8323951
고양시,버디,20060428,폐업,20120208,63.99,까페,경기도 고양시 덕양구 혜음로 56 2층 (고양동),경기도 고양시 덕양구 고양동 165번지 (2층),,37.7054627,126.902444
고양시,헵시바,20071220,폐업,20180207,96.76,까페,"경기도 고양시 일산동구 대산로11번길 5-7, 1층 전체호 (정발산동)",경기도 고양시 일산동구 정발산동 681-2번지 1층 전체호,,37.6690215,126.7749927
고양시,리치,20040219,폐업,20070322,31.09,까페,"경기도 고양시 일산서구 일산로 558 103호 (일산동,서울프라자)",경기도 고양시 일산서구 일산동 1063번지 서울프라자103호,,37.6785998,126.7663481
고양시,섬말포차,20070621,폐업,20180704,109.2,까페,"경기도 고양시 일산동구 중앙로1261번길 59, 302호 (장항동, 로얄프라자Ⅲ )",경기도 고양시 일산동구 장항동 864-1번지 로얄프라자Ⅲ 302호,,37.6570206,126.770349
