시군명,사업장명,인허가일자,영업상태명,폐업일자,총시설규모(㎡),위생업태명,소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
가평군,불나불나,20100903,영업,,31.8,까페,경기도 가평군 조종면 현창로44번길 13,경기도 가평군 조종면 현리 262-23 ,,37.81977737,127.3488157
가평군,파인티하우스,2005-11-02,영업,,52.47,까페,경기도 가평군 상면 둔덕말길 232 (외 45필지),경기도 가평군 상면 상동리 산 52 외 45필지 ,,37.7971447,127.3054378
가평군,뮤직스토리,20051007,영업,,104.4,까페,경기도 가평군 상면 수목원로 398,경기도 가평군 상면 행현리 660 ,,37.74694664,127.3528801
가평군,더 벙커(The Bunker),2014-03-28,영업,,94.78,까페,"경기도 가평군 가평읍 오리나무길 51, 지하1층",경기도 가평군 가평읍 대곡리 177-1 지하1층 ,,37.82322643,127.5141806
가평군,스노우까페,20030501,영업,,42.3,까페,경기도 가평군 가평읍 북한강변로 1024 (외 3필지),경기도 가평군 가평읍 달전리 140-2번지 외 3필지,,37.8039029,127.5252431
가평군,델씨엘로,20080327,영업,,398.4,까페,"경기도 가평군 청평면 경춘로 1031, 1층",경기도 가평군 청평면 하천리 247-1번지 1층 ,,37.75282432,127.4336256
가평군,까사32,2015-04-29,영업,,69.38,까페,"경기도 가평군 설악면 유명로 2384, C동 1층",경기도 가평군 설악면 회곡리 467-6 C동1층 ,12459,37.7115042120,127.4451328757
가평군,하겐나,20131112,영업,,51.6,까페,"경기도 가평군 설악면 한서로 96, 1층",경기도 가평군 설악면 창의리 429 1층 ,,37.67311999,127.5023247
가평군,설악포장마차,20070709,영업,,47.87,까페,경기도 가평군 설악면 신천중앙로 93 (외 1필지(관련지번 408-7번지)),경기도 가평군 설악면 신천리 410-2 외 1필지(관련지번 408-7번지) ,,37.67677924,127.4929691
가평군,HIM & I,2004-08-17,영업,,142.98,까페,경기도 가평군 청평면 상지로 212,경기도 가평군 청평면 상천리 1502-9 외 1필지 ,,37.76870329,127.4731017
가평군,지붕위에 커피잔,20120904,영업,,36.26,까페,경기도 가평군 가평읍 호반로 2552,경기도 가평군 가평읍 달전리 452-16번지,,37.8135971,127.5149657
가평군,모아이카페,20131107,영업,,169.23,까페,"경기도 가평군 상면 수목원로164번길 29, 7동 1층","경기도 가평군 상면 행현리 438-2 외 4필지, 7동 1층 ",,37.76121608,127.3615029
가평군,버치티하우스,2005-11-02,영업,,47.02,까페,경기도 가평군 상면 둔덕말길 232 (외 45필지),경기도 가평군 상면 상동리 산 52 외 45필지 ,,37.7971447,127.3054378
가평군,아도니스,20150209,영업,,82.62,까페,경기도 가평군 상면 수목원로 314-2,경기도 가평군 상면 행현리 602-3번지,,37.7515206,127.358813
가평군,COFFEE N CRAFT (커피앤크래프트),20131031,영업,,73.71,까페,경기도 가평군 조종면 운악청계로 424,경기도 가평군 조종면 신상리 206-10번지,,37.8530373,127.3563121
가평군,커피볶는남자,20130930,영업,,74.4,까페,경기도 가평군 가평읍 가평제방길 63,경기도 가평군 가평읍 대곡리 31-5번지,,37.8209854,127.5189351
가평군,메이플티하우스,2005-11-02,영업,,229.05,까페,"경기도 가평군 상면 둔덕말길 232, 1층","경기도 가평군 상면 상동리 산 52 외 45필지, 1층 ",,37.7971447,127.3054378
가평군,킹,20050803,영업,,52,까페,경기도 가평군 청평면 호반로 640,경기도 가평군 청평면 호명리 산 18-1번지,,37.7099166,127.4578097
가평군,마더스 아뜰리에 로스터리 카페,2012-09-04,영업,,67.89,까페,"경기도 가평군 설악면 유명로 1454-25, B동 1~2층","경기도 가평군 설악면 신천리 726-6 외 1필지, B동 1~2층 ",,37.66186985,127.4816665
가평군,남매이야기,20120911,폐업,20161006,135.53,까페,"경기도 가평군 조종면 현창로44번길 19, 지하1층",경기도 가평군 조종면 현리 275-9번지 지하1층,,37.8203189,127.3490122
가평군,블랜딩,20100429,폐업,20180907,71.28,까페,경기도 가평군 북면 이곡둑길 153 (외 1필지),경기도 가평군 북면 이곡리 605-1번지 외 1필지,,37.8813116,127.5489092
가평군,라훔(LaHum),20130924,폐업,20180813,109.64,까페,경기도 가평군 북면 백둔로 508,경기도 가평군 북면 백둔리 455-9번지,,37.904364,127.4536941
가평군,루,20130425,폐업,20170628,49,까페,"경기도 가평군 가평읍 상지로 695, 4동 2층",경기도 가평군 가평읍 산유리 728-17번지 2층 4동,,37.7510644,127.4955513
가평군,헤븐,2007-08-29,폐업,2025-03-27,82.26,까페,경기도 가평군 조종면 현창로 70,경기도 가평군 조종면 현리 303-6 ,12437,37.8205225330,127.3465531247
가평군,해바라기카페,20131105,폐업,20151007,89.58,까페,경기도 가평군 가평읍 가화로 55-6,경기도 가평군 가평읍 대곡리 168-16번지,,37.8248754,127.5152708
가평군,히어앤나우,20090922,폐업,20150901,63.18,까페,경기도 가평군 가평읍 호반로 1698-59,경기도 가평군 가평읍 산유리 48-1번지,,37.7451626,127.5147208
가평군,또래오래치킨 모노커피 설악점,20131028,폐업,20180302,72.9,까페,"경기도 가평군 설악면 유명로 1600, 102호",경기도 가평군 설악면 신천리 669-6번지 102호,,37.6725071,127.4876412
가평군,7080연화까페,20080829,폐업,20130529,41.1,까페,경기도 가평군 설악면 신천중앙로 78,경기도 가평군 설악면 신천리 158-2번지,,37.6754441,127.4942008
가평군,라일락,20051130,폐업,20061107,66.2,까페,경기도 가평군 청평면 청평중앙로72번길 22 (청평리),경기도 가평군 청평면 청평리 388-12번지,,37.7376342,127.4226403
가평군,바젠,2005-03-15,폐업,2023-12-27,97.4,까페,경기도 가평군 가평읍 가화로 55-6 (.4.11),경기도 가평군 가평읍 대곡리 168-16 .4.11 ,,37.82488471,127.5153399
가평군,다비어,20050729,폐업,20090107,33.96,까페,경기도 가평군 가평읍 보납로6번길 15 외 2필지 (읍내리),경기도 가평군 가평읍 읍내리 489-1번지 외 2필지,,37.8298193,127.5116361
가평군,포엠,20081029,폐업,20181227,126.33,까페,경기도 가평군 조종면 현창로38번길 6,경기도 가평군 조종면 현리 265-6번지 ,,37.8185359,127.3487313
가평군,일레븐스가든,20051122,폐업,20140205,271.74,까페,경기도 가평군 청평면 호반로 752 (외 1필지),경기도 가평군 청평면 호명리 339-1번지 외 1필지,,37.7086373,127.4670329
가평군,나르샤,20110211,폐업,20161212,106.4,까페,경기도 가평군 상면 임초밤안골로 119-95,경기도 가평군 상면 임초리 129-3번지,,37.7567662,127.3756441
가평군,에쿠스,20061106,폐업,20161212,132.41,까페,경기도 가평군 청평면 경춘로 1195,경기도 가평군 청평면 상천리 1151-20번지,,37.7645494,127.4437764
가평군,몽블랑,2013-10-30,폐업,2024-12-10,60.22,까페,"경기도 가평군 조종면 현창로38번길 21, 나동 2층",경기도 가평군 조종면 현리 262-50 2층 나동 ,12437,37.8200573702,127.3492810040
가평군,봉수아르,20130902,폐업,20141008,37.2,까페,경기도 가평군 청평면 경춘로 256,경기도 가평군 청평면 대성리 344-22번지 E동,,37.6981382,127.3849883
가평군,오렌지카페,20111110,폐업,20120312,34,까페,경기도 가평군 가평읍 가화로 54,경기도 가평군 가평읍 대곡리 167-2번지 외2필지,,37.8247382,127.5157469
가평군,던힐,20130430,폐업,20150526,67.97,까페,"경기도 가평군 설악면 신천중앙로 120, 2층",경기도 가평군 설악면 신천리 435-3번지 2층,,37.6781441,127.4905571
가평군,에너지까페 이우,20110105,폐업,20110707,120.32,까페,경기도 가평군 설악면 신천중앙로 29 (신천리),경기도 가평군 설악면 신천리 366-1번지,,37.672477,127.4905881
가평군,펠리체,20140901,폐업,20180226,30.9,까페,경기도 가평군 가평읍 호반로 2588,경기도 가평군 가평읍 달전리 405-44번지,,37.8166793,127.5147144
가평군,퍼즐,20121221,폐업,20180509,87,까페,"경기도 가평군 청평면 청평중앙로 59, 2층",경기도 가평군 청평면 청평리 465-17번지 2층,,37.7386053,127.4206491
가평군,아미킹,20130111,폐업,20141203,57.32,까페,경기도 가평군 조종면 청군로 1185,경기도 가평군 조종면 현리 477-266번지,,37.8110138,127.3515125
가평군,디안,20130514,폐업,20181205,33.2,까페,"경기도 가평군 가평읍 새말옛로 3, 2동",경기도 가평군 가평읍 대곡리 282-7번지 2동 ,,37.8282646,127.5107167
가평군,카페 나이아가라,20051007,폐업,20141010,182.4,까페,경기도 가평군 설악면 유명로 2384 (외 4필지),경기도 가평군 설악면 회곡리 467-6번지 외 4필지,,37.7111349,127.4454444
가평군,사우젠 아일랜드,20130118,폐업,20141125,388.16,까페,"경기도 가평군 설악면 자잠로282번길 18-16, 지하1층",경기도 가평군 설악면 사룡리 177-4번지 지하1층,,37.6971391,127.4920535
가평군,카페모이,20110519,폐업,20170602,55.45,까페,경기도 가평군 가평읍 호반로 2617,경기도 가평군 가평읍 대곡리 108-4번지,,37.8192331,127.5137781
고양시,소풍,20120531,영업,,77.33,까페,"경기도 고양시 일산서구 덕이로 222-30, 1층일부호 (덕이동)",경기도 고양시 일산서구 덕이동 1079-10 1층일부 ,,37.69845251,126.7375926
고양시,추억까페,20100813,영업,,102.7,까페,"경기도 고양시 덕양구 호국로 778-10 (성사동,지하1층)",경기도 고양시 덕양구 성사동 699-3 지하1층 ,,37.65567629,126.8360486
고양시,피자아일랜드,20040120,영업,,60.95,까페,"경기도 고양시 일산동구 무궁화로 43-15 (장항동,외1필지(한강세이프빌119호))",경기도 고양시 일산동구 장항동 733번지 외1필지(한강세이프빌119호) ,,37.6638003,126.7680498
고양시,갤러리카페밀,20141008,영업,,212.23,까페,"경기도 고양시 일산동구 애니골길 74, 3층 전체호 (풍동)",경기도 고양시 일산동구 풍동 613 3층전체호 ,,37.6739969,126.7920803
고양시,스모키(SMOKIE),20070720,영업,,58.24,까페,"경기도 고양시 일산동구 무궁화로 31-2, 207호 (장항동, 풍성프라자 )",경기도 고양시 일산동구 장항동 734-2 풍성프라자 207호,,37.66312346,126.7678863
고양시,노상,20070620,영업,,109.63,까페,"경기도 고양시 일산동구 중앙로1261번길 57 (장항동,레이크프라자-1 303호)",경기도 고양시 일산동구 장항동 861-1번지 레이크프라자-1 303호 ,,37.657211,126.7709604
고양시,유락,20090508,영업,,55.6,까페,"경기도 고양시 일산동구 무궁화로 43-33, 108호 (장항동, 동하넥서스빌딩 )",경기도 고양시 일산동구 장항동 731번지 동하넥서스빌딩 108호 ,,37.6645736,126.7672993
고양시,마루,20110902,영업,,132.73,까페,"경기도 고양시 일산동구 중앙로1261번길 61, 204호 (장항동,메트로골드)",경기도 고양시 일산동구 장항동 864번지 메트로골드 204호,,37.65729966,126.7702122
고양시,돈쥬앙,20091217,영업,,189.47,까페,"경기도 고양시 일산서구 중앙로 1576, 태진프라자 비104(일부), 비105(일부), 비106(전체)호 (대화동)","경기도 고양시 일산서구 대화동 2205 태진프라자 비104(일부), 비105(일부), 비106(전체)호 ",,37.67669321,126.7471822
고양시,미투(ME Too),20020913,영업,,76.62,까페,"경기도 고양시 일산동구 백석로71번길 31, 1층 (백석동)",경기도 고양시 일산동구 백석동 1199-3번지 1층,,37.6477408,126.7845759
고양시,테라(Tera),20140123,영업,,35.67,까페,"경기도 고양시 일산동구 일산로441번길 22, 1층(일부)층 (정발산동)",경기도 고양시 일산동구 정발산동 1150-8번지 1층(일부),,37.6724037,126.7768752
고양시,페스토(Pesto),20130819,영업,,94.8,까페,"경기도 고양시 일산동구 동국로 24, 1층 일부호 (식사동, 식사동근린생활시설)",경기도 고양시 일산동구 식사동 662-10번지 식사동근린생활시설 1층 일부,,37.6761255,126.8075717
고양시,둥지카페,2013-05-13,영업,,83.16,까페,"경기도 고양시 일산서구 원일로74번길 14 (일산동, 2층일부)",경기도 고양시 일산서구 일산동 612-22 2층일부 ,10350,37.6858042978,126.7699203627
고양시,레너드,20030526,영업,,58.8,까페,"경기도 고양시 덕양구 은빛로 53, /115,115-1호 (화정동, 코스미온빌)","경기도 고양시 덕양구 화정동 908 코스미온빌 115호, 115-1호(1층) ",,37.63803268,126.8336327
고양시,도어스엔테이블(Doors N Table),20130624,영업,,83.62,까페,"경기도 고양시 일산동구 일산로394번길 7, 1층 전체호 (정발산동)",경기도 고양시 일산동구 정발산동 1293-5 1층 전체호,,37.67034566,126.7815016
고양시,보스,20090728,영업,,90.92,까페,"경기도 고양시 덕양구 화신로260번길 37 (화정동,진솔프라자 지하 1층(12,14,19,20,21,15호일부))","경기도 고양시 덕양구 화정동 979번지 진솔프라자 지하 1층(12,14,19,20,21,15호일부)",,37.6324131,126.8324849
고양시,비즈까페,20120313,영업,,53.75,까페,"경기도 고양시 일산서구 대화로 145 (대화동, 1층(일부))",경기도 고양시 일산서구 대화동 765-5 1층(일부) ,,37.67166306,126.7358484
고양시,카사,20060802,영업,,70.09,까페,"경기도 고양시 일산서구 대산로 220 (대화동,대진프라자 지하1층 일부)",경기도 고양시 일산서구 대화동 2127-1 대진프라자 지하1층 일부 ,,37.67879433,126.7544415
고양시,숯토리 일산백석점,2010-09-30,영업,,72.2,까페,"경기도 고양시 일산동구 강송로87번길 54-4 (백석동,1층일부)",경기도 고양시 일산동구 백석동 1279-8 1층일부 ,10446,37.6460237055,126.7867462106
고양시,신전떡볶이 풍동점,20130910,영업,,55.38,까페,"경기도 고양시 일산동구 숲속마을2로 141, 1층일부층 (풍동)",경기도 고양시 일산동구 풍동 1246 1층일부 ,,37.67271662,126.7980457
고양시,유진,20100304,영업,,95.41,까페,"경기도 고양시 일산서구 원일로 75, 2층 (일산동)",경기도 고양시 일산서구 일산동 594-15번지 2층,,37.6862934,126.7705751
고양시,윌커피로스터스,20130318,영업,,67.2,까페,"경기도 고양시 덕양구 중앙로557번길 7-20 (행신동, 주공프라자 101호)",경기도 고양시 덕양구 행신동 996-3번지 주공프라자 101호 ,,37.62247087,126.8356001
고양시,라이크라이크,2009-11-27,영업,,63.45,까페,"경기도 고양시 일산동구 무궁화로 8-19, 101,102(일부)호 (장항동, 삼라마이다스빌 )","경기도 고양시 일산동구 장항동 759-1 외 1필지 삼라마이다스빌 101,102(일부)호 ",10401,37.6610076625,126.7668073403
고양시,드림마켓,2008-08-01,영업,,75.84,까페,"경기도 고양시 일산서구 호수로838번길 41 (대화동,(1층 일부))",경기도 고양시 일산서구 대화동 2279-9 (1층 일부) ,,37.67162332,126.7507259
고양시,콘타(CONTA),2011-01-06,영업,,85.25,까페,"경기도 고양시 일산동구 강송로87번길 7-9, 1층 전체호 (백석동)",경기도 고양시 일산동구 백석동 1245-3 1층 전체호,,37.64711066,126.7891276
고양시,수다(秀茶)스토리,20140620,영업,,96.75,까페,"경기도 고양시 일산서구 대산로211번길 25, 1층일부호 (대화동)",경기도 고양시 일산서구 대화동 2151-4번지,,37.6770708,126.7544846
고양시,천둥,20140804,영업,,86.58,까페,"경기도 고양시 일산동구 고봉로 20-21, 양우로데오랜드 B동 1층 114, 115호 (장항동)",경기도 고양시 일산동구 장항동 740-3 양우로데오랜드 ,,37.66366879,126.7657154
고양시,우드스탁,20100830,영업,,104,까페,"경기도 고양시 일산동구 고봉로 20-21 (장항동,외1필지 양우로데오랜드 B동 201호)",경기도 고양시 일산동구 장항동 740-3번지 외1필지 양우로데오랜드 B동 201호 ,,37.6636873,126.7656021
고양시,공차(貢茶),20130723,영업,,56.12,까페,"경기도 고양시 일산동구 정발산로 21, 108호 (장항동, J3타워)",경기도 고양시 일산동구 장항동 862번지 J3타워 108호,,37.656878,126.7711541
고양시,우동가조쿠(일산웨스턴돔점),2011-11-02,영업,,121.18,까페,"경기도 고양시 일산동구 정발산로 24, B-210호 (장항동, 웨스턴돔2 )",경기도 고양시 일산동구 장항동 868 웨스턴돔2 B-210호 ,,37.65477048,126.7726277
고양시,뉴욕 야시장,20081126,영업,,78.93,까페,"경기도 고양시 일산동구 중앙로1261번길 57, 107,108(일부)호 (장항동, 레이크프라자-1 )","경기도 고양시 일산동구 장항동 861-1번지 레이크프라자-1 107호,108호(일부) ",,37.65721104,126.7709604
고양시,티(T),20110502,영업,,83.6,까페,"경기도 고양시 일산동구 무궁화로 19-14, 107,108호 (장항동, 로데오존)","경기도 고양시 일산동구 장항동 741번지 로데오존 107,108호",,37.662851,126.7664094
고양시,이층집,20041222,영업,,114.6,까페,"경기도 고양시 일산동구 중앙로1261번길 59, 206호 (장항동, 로얄프라자3 )",경기도 고양시 일산동구 장항동 864-1번지 로얄프라자3 206호 ,,37.65702063,126.770349
고양시,고구려옛날통닭,2014-01-10,영업,,50,까페,"경기도 고양시 일산동구 중앙로 1305-56, 108호 (장항동, 라페스타D동)",경기도 고양시 일산동구 장항동 765 외3필지 라페스타D동 108호,,37.66102604,126.7683151
고양시,숙희,20081124,영업,,168.65,까페,"경기도 고양시 일산동구 중앙로1261번길 17, 301호 (장항동)",경기도 고양시 일산동구 장항동 857-1 라고프라자 301호,,37.65801631,126.7728001
고양시,벤야민(Benjamin),20100805,영업,,38.22,까페,"경기도 고양시 일산서구 호수로 844 (대화동, 푸조빌딩 110호)",경기도 고양시 일산서구 대화동 2294 외1필지 푸조빌딩 110호 ,,37.67027063,126.7491974
고양시,프로메사(나우),2012-11-02,영업,,100.81,까페,"경기도 고양시 덕양구 행신로 276, 명일프라자 102,103호 (행신동)",경기도 고양시 덕양구 행신동 1075 ,10486,37.6195293044,126.8450726602
고양시,하모니,20020202,영업,,51.75,까페,"경기도 고양시 일산동구 호수로430번길 7-7 (백석동,번지 (지하1층 일부))",경기도 고양시 일산동구 백석동 1441-2 번지 (지하1층 일부) ,,37.64353523,126.7791982
고양시,Live STUDIO(라이브 스튜디오),20140617,영업,,97.61,까페,"경기도 고양시 일산서구 덕이로 186, 2층일부호 (덕이동)",경기도 고양시 일산서구 덕이동 806 2층일부 ,,37.69459584,126.7405359
고양시,육원당,2014-02-07,영업,,87.75,까페,"경기도 고양시 덕양구 호국로 859, 가동 109(일부), 110호 (성사동, 원당e-편한세상 상가 )","경기도 고양시 덕양구 성사동 869 원당e-편한세상 상가 109호일부, 110호 ",,37.66205462,126.8403228
고양시,쏘울,20090513,영업,,48.47,까페,"경기도 고양시 일산동구 장백로 13 (백석동,외3필지 성우아뜨리움오피스텔 101호)",경기도 고양시 일산동구 백석동 1314번지 외3필지 성우아뜨리움오피스텔 101호 ,,37.63983099,126.7898788
고양시,허밍,20130329,영업,,90.82,까페,"경기도 고양시 덕양구 서정마을2로7번길 21, 1층 (행신동)",경기도 고양시 덕양구 행신동 1058-3번지 1층,,37.6221887,126.8466787
고양시,데미타스,20070621,영업,,80,까페,"경기도 고양시 일산동구 정발산로 24 (장항동,웨스턴돔1 A-229,230호)","경기도 고양시 일산동구 장항동 867 웨스턴돔1 A-229,230호 ",,37.65589309,126.7719706
고양시,카리오몬,20070822,영업,,90.01,까페,"경기도 고양시 일산서구 호수로856번길 73-10 (대화동,(1층 전체))",경기도 고양시 일산서구 대화동 2250-3 (1층 전체) ,,37.67391361,126.7494555
고양시,포트캔커피 일산백석점,2014-06-13,영업,,39.6,까페,"경기도 고양시 일산동구 일산로 74-17 (백석동, 대방샤인벨리 107호)",경기도 고양시 일산동구 백석동 1239-2 대방샤인밸리 107호 ,10450,37.6441922923,126.7909463738
고양시,후곡슈퍼,20140922,영업,,53.95,까페,"경기도 고양시 일산서구 일산로 548, 105호 (일산동, 덕흥프라자)",경기도 고양시 일산서구 일산동 1078-1 덕흥프라자 105호 ,,37.67821806,126.7674772
고양시,겨울연가,19991007,영업,,19.98,까페,경기도 고양시 덕양구 마상로114번길 28 (주교동),경기도 고양시 덕양구 주교동 583-18번지,,37.6594905,126.834735
고양시,희선의음악여행,20110411,영업,,256.8,까페,"경기도 고양시 일산동구 애니골길 20, 3(전체)층 (풍동)",경기도 고양시 일산동구 풍동 562-1번지 3층 전체 ,,37.66949205,126.7905421
고양시,엠제이,20140801,영업,,20.88,까페,"경기도 고양시 일산동구 중앙로 1228, 1층 일부호 (마두동)",경기도 고양시 일산동구 마두동 1010 ,,37.65598192,126.776153
고양시,퍼블릭멘션,2011-03-22,영업,,91.9,까페,"경기도 고양시 일산서구 호수로856번길 16-2, 1층 (대화동)",경기도 고양시 일산서구 대화동 2298 1층 ,10383,37.6711304965,126.7483496311
고양시,헤이루다,2014-10-22,영업,,52.1,까페,"경기도 고양시 일산서구 대산로223번길 8-2, 지하1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2141-10 지하1층 일부 ,,37.678564,126.7536499
고양시,쿠든비베러(Couldn't Be Better),20150320,영업,,76.53,까페,"경기도 고양시 일산서구 강성로214번길 7-7, 1층 일부호 (대화동)",경기도 고양시 일산서구 대화동 2175-3번지 1층일부,,37.6751032,126.7528476
고양시,꽉찬김밥,20120823,영업,,46.08,까페,"경기도 고양시 일산동구 정발산로196번길 8-18, 1층 일부호 (마두동)",경기도 고양시 일산동구 마두동 896-8번지 1층일부 ,,37.66254621,126.7859266
고양시,한우결,20060118,영업,,270.8,까페,"경기도 고양시 일산동구 정발산로 31-9, 201~204호 (장항동, 레이크프라자2 )","경기도 고양시 일산동구 장항동 859 레이크프라자2 201,202,203,204호 ",,37.65716262,126.7717541
고양시,티아라,2002-09-12,영업,,89.4,까페,"경기도 고양시 일산동구 무궁화로93번길 6-18, 1층 (정발산동)",경기도 고양시 일산동구 정발산동 702-1 1층 ,10362,37.6670818207,126.7739702554
고양시,다와,20020712,영업,,41,까페,,경기도 고양시 덕양구 토당동 330-6 나동 1층일부 ,,37.62160861,126.8191048
고양시,샤론의꽃,20110516,영업,,50.2,까페,"경기도 고양시 일산동구 장백로 13, 102호 (백석동,외3필지 성우아뜨리움오피스텔)",경기도 고양시 일산동구 백석동 1314번지 외3필지 성우아뜨리움오피스텔 102호,,37.6398309,126.7898787
고양시,본장충동왕족발,20000411,영업,,83,까페,경기도 고양시 일산동구 백석로85번길 5-5 (백석동),경기도 고양시 일산동구 백석동 1212-1 ,,37.64783513,126.7867062
고양시,밤새맥주 백석점,20041020,영업,,60.84,까페,"경기도 고양시 일산동구 강송로73번길 53-18 (백석동, 1층일부)",경기도 고양시 일산동구 백석동 1284-6 1층일부 ,,37.64424139,126.7886222
고양시,투데이,20120103,영업,,59.59,까페,"경기도 고양시 일산동구 율천로7번길 7-19, 지하1(전체)층 (정발산동)",경기도 고양시 일산동구 정발산동 1334 지하1층전체 ,,37.66720934,126.7830285
고양시,아지트,20120912,영업,,34.41,까페,"경기도 고양시 덕양구 서정마을로 5 (행신동, 행신프라자 101호)",경기도 고양시 덕양구 행신동 1078 외1필지 행신프라자 101호 ,,37.61836793,126.8469412
고양시,NA:B(나비),2000-10-23,영업,,97.87,까페,"경기도 고양시 일산동구 산두로213번길 42, 1층 전체호 (정발산동)",경기도 고양시 일산동구 정발산동 1217-2 1층 전체호,,37.67375651,126.7791781
고양시,고로(GORO),20100528,영업,,32.98,까페,"경기도 고양시 일산동구 강석로 33, 113호 (백석동,외1필지 백석동 대우IAAN)",경기도 고양시 일산동구 백석동 1288번지 외1필지 백석동 대우IAAN 113호,,37.6458862,126.7853518
고양시,커피팩토리 일산,20130508,영업,,140,까페,"경기도 고양시 일산서구 하이파크3로 19 (덕이동, 가동 1층일부)",경기도 고양시 일산서구 덕이동 408-6 가동 1층일부 ,,37.69315528,126.753481
고양시,그랜드카페,2014-09-16,영업,,43.12,까페,"경기도 고양시 일산서구 경의로 886, B동 3층일부호 (덕이동)",경기도 고양시 일산서구 덕이동 273 3층일부 B동 ,10232,37.6956041755,126.7602054927
고양시,놀부까페,20140103,영업,,82.2,까페,"경기도 고양시 일산서구 일청로 4 (일산동, 3층일부)",경기도 고양시 일산서구 일산동 624-3 3층일부 ,,37.68472236,126.7698629
고양시,초원양꼬치,20080930,영업,,29.97,까페,"경기도 고양시 일산서구 일현로 28 (탄현동, 태창빌딩 1층일부)",경기도 고양시 일산서구 탄현동 1574-6 태창빌딩 1층일부 ,,37.68971263,126.7621355
고양시,산책,20090119,영업,,84.12,까페,"경기도 고양시 일산동구 무궁화로181번길 16-9, 1층 전체호 (정발산동)",경기도 고양시 일산동구 정발산동 1220-4번지 1층 전체,,37.6717083,126.7807425
고양시,행운,20101220,영업,,16.5,까페,"경기도 고양시 일산서구 고양대로685번길 31 (일산동,외1필지 (1층일부))",경기도 고양시 일산서구 일산동 637-53번지 외1필지 (1층일부),,37.6853513,126.7725733
고양시,카페행신,20111007,영업,,68.9,까페,"경기도 고양시 덕양구 무원로36번길 16 (행신동,.1층)",경기도 고양시 덕양구 행신동 719-6번지 .1층,,37.6157463,126.8332932
고양시,루틴커피,20140523,영업,,49.5,까페,"경기도 고양시 일산동구 백석로108번길 7-1, 1층 일부호 (백석동)",경기도 고양시 일산동구 백석동 1157-6 ,,37.64889723,126.7894507
고양시,아이엠(I'm),20150501,영업,,180.44,까페,"경기도 고양시 일산서구 일산로 511, B102호 (일산동, 태성상가)",경기도 고양시 일산서구 일산동 1088-5번지 태성상가 B102호,,37.6760405,126.7706297
고양시,미경카페,20140716,영업,,49.5,까페,"경기도 고양시 일산서구 원일로 100, 1층일부호 (일산동)",경기도 고양시 일산서구 일산동 640-28 1층일부 ,,37.68550833,126.7730762
고양시,부치미,20010404,영업,,23.4,까페,"경기도 고양시 일산동구 산두로213번길 49 (정발산동, 1층 일부)",경기도 고양시 일산동구 정발산동 1218-5번지 1층 일부,,37.6732911,126.7791849
고양시,동행,20100813,영업,,14.4,까페,"경기도 고양시 덕양구 토당로 80 (토당동, 1층일부)",경기도 고양시 덕양구 토당동 335-113번지 1층일부 ,,37.6223013,126.8185415
고양시,레드,2011-05-11,영업,,184.28,까페,"경기도 고양시 일산서구 일현로 36 (탄현동,호선파크빌 2층일부(202호))",경기도 고양시 일산서구 탄현동 1574-2 호선파크빌 2층일부(202호) ,10343,37.6903555106,126.7626054544
고양시,카페에이프릴(CAFE APRIL),20040615,영업,,25,까페,"경기도 고양시 일산동구 산두로 237-1, 1층 일부호 (정발산동)",경기도 고양시 일산동구 정발산동 1119-3 1층 일부호 ,,37.67632727,126.7780306
고양시,호커피,2011-06-07,영업,,112.35,까페,"경기도 고양시 일산동구 율천로7번길 7-3, 1(전체)층 (정발산동)",경기도 고양시 일산동구 정발산동 1334-7 1층전체 ,10406,37.6665641432,126.7836470321
고양시,커피니 삼성화재일산점,2010-11-12,영업,,110.31,까페,"경기도 고양시 일산동구 중앙로 1161 (장항동,1층 일부)",경기도 고양시 일산동구 장항동 896-2 1층 일부 ,10414,37.6505318838,126.7781103647
고양시,파스토랄,20100315,영업,,286.68,까페,"경기도 고양시 덕양구 행주로17번길 59-12, 1,2층 (행주내동)","경기도 고양시 덕양구 행주내동 168번지 1,2층 ",,37.60147185,126.825127
고양시,카사블랑카,20140325,영업,,152,까페,"경기도 고양시 덕양구 보광로 262, 1층 (벽제동)",경기도 고양시 덕양구 벽제동 621 1층 ,,37.73767375,126.9133099
고양시,포텐(POTEN),2007-03-06,영업,,95.9,까페,"경기도 고양시 일산동구 무궁화로93번길 6-6, 1층 전체호 (정발산동)",경기도 고양시 일산동구 정발산동 702-5 1층 전체호,,37.66664656,126.7735436
고양시,엔젤까페,20110808,영업,,108.35,까페,"경기도 고양시 일산서구 고양대로 665 (일산동,(지하1층))",경기도 고양시 일산서구 일산동 624-2 (지하1층) ,,37.68476819,126.7699872
고양시,아티산커피스튜디오&캘리포니아도넛클럽 덕이점,2014-10-07,영업,,173.53,까페,"경기도 고양시 일산서구 경의로 845, 1층 전체호 (덕이동)",경기도 고양시 일산서구 덕이동 266 1층 전체호 ,10233,37.6930112890,126.7592331146
고양시,미엘,20120508,영업,,47.19,까페,"경기도 고양시 일산동구 중앙로1261번길 77, 104호 (장항동, 한신매트로폴리스)",경기도 고양시 일산동구 장항동 864-2번지 한신매트로폴리스 104호 ,,37.65712754,126.7697368
